,file_name,count,Point,Percent,TFIDF
0,OLVEA - OLVEAct Now Report - EN - 2019-20.pdf,29122,5,0.67%,1.5075567228888185
1,20150416_COP_N°5_EN.pdf,11939,0,0.21%,0.0
2,2017_report_-_FINAL__UNLOCKED.pdf,226975,1,0.4%,1.0
3,COP_Report_SMART_-_Apr_2013_final.pdf,37025,1,0.51%,1.0
4,cop_ETS_2019.pdf,35188,2,0.39%,1.414213562373095
5,Orkla_Annual_Report_2014.pdf,463816,4,0.39%,1.6329931618554523
6,Tabadlab Communication on Progress .pdf,2926,0,0.0%,0.0
7,GRUPO_CLARIN_COP_2017.pdf,40574,5,0.52%,1.6666666666666663
8,2020_report_en.pdf,326147,110,1.07%,1.907928861123891
9,Suzano_Sustainability-Report-2017.pdf,150688,19,0.69%,1.600088650026386
10,Tendam_SustainabilityReport2020_EN.pdf,217179,68,0.77%,1.619047619047619
11,VCT_REPORT_2017_vf.pdf,161144,14,0.42%,1.3598002073001698
12,COP_REPORT_2020.pdf,13714,0,0.57%,0.0
13,Farstad_Shipping_Communication_on_Progress_2015.pdf,22399,1,0.7%,1.0
14,wolters-kluwer_2016_sustainability_report_annexes.pdf,32679,2,0.16%,1.414213562373095
15,UN_Global_Compact_Report_Kamstrup_2015.pdf,39946,2,0.25%,1.414213562373095
16,UNGC_COP_Dec_2012.pdf,5266,0,0.26%,0.0
17,Kaluworks_COP_2011-2012.pdf,10781,1,0.29%,1.0
18,SWA_Magazine-COP-2013_200613.pdf,5867,0,0.51%,0.0
19,F00285_relatorio_1200x800px_ingles.pdf,51656,1,0.27%,1.0
20,MRCB_CSR_3105.pdf,57241,6,0.65%,1.7320508075688774
21,COP_UNGC_2019_%28JAN-DEC%29.pdf,27979,6,0.53%,1.1766968108291045
22,PnP_COP_1August2012.pdf,11600,1,0.39%,1.0
23,Scania_COP_April_2015.pdf,5869,0,0.2%,0.0
24,Global Compact COP %283%29.pdf,763,0,0.51%,0.0
25,2014_Communication_on_Progress_eBay_Inc.pdf,90221,12,0.9%,2.1213203435596424
26,AF_Gruppen_-_Corporate_Responsibility_-_Annual_Report_2017.pdf,21343,3,0.44%,1.3416407864998738
27,LIXIL_CR2019_EN.pdf,85986,28,1.44%,2.2861904265976327
28,Sustainability Report 2020 V3 .pdf,40576,10,0.54%,1.0
29,Skanska_Annual_Report_2010___HR_Employees_110314.pdf,8187,0,0.55%,0.0
30,COP_Report_2017.pdf,12669,1,0.37%,1.0
31,Cowater_International_-_Report_on_Progress.pdf,18947,4,0.31%,1.6329931618554523
32,UNGC_COP.pdf,11184,0,0.22%,0.0
33,Messe_Frankfurt_GmbH_COP_2016_2017_en.pdf,31599,2,0.7%,1.414213562373095
34,SBAB_Sustainability_Report_2014_Index_eng.pdf,63335,5,0.45%,2.23606797749979
35,UNGC-121012-TEAM-CoP_2012-Kiroyan_Partners-FINAL.pdf,11143,0,0.23%,0.0
36,Pro Sustainability COP2020_EN.pdf,10434,0,0.0%,0.0
37,Fennovoimas_Year_2020_report.pdf,129894,18,0.52%,2.3237900077244507
38,cop_2019_solidny_partner.pdf,9170,0,0.34%,0.0
39,Edinburgh_International_UNGC_COP_2014.pdf,26099,0,0.47%,0.0
40,environ_2014.pdf,6287,0,0.47%,0.0
41,BD_2265_Communication_Progress_2012_V1.pdf,2204,1,2.24%,1.0
42,Thales_CRAR_2010_Accessible.pdf,109298,19,0.64%,2.193931022920577
43,30_000_634_B_-_SAGEMCOM_COP_2012.pdf,59401,4,0.55%,1.2649110640673518
44,NA_COPreport_2011.pdf,12537,0,0.39%,0.0
45,ABInBevGRI-Index2015.pdf,30973,3,0.93%,1.7320508075688776
46,COP_2013-2014.pdf,5273,0,0.13%,0.0
47,IDEMIA_CSR-Report-2018_24p_201912_web.pdf,83333,26,0.73%,1.9379255804998177
48,FPL_SR_2018_%28Published%29.pdf,83063,9,1.08%,1.405563856997455
49,CSR_Rapport_UK_2018.pdf,20755,6,0.85%,2.1213203435596424
50,Statement-UN_GLOBAL_COMPACT-31December2014_.pdf,9725,0,0.23%,0.0
51,FINAL_-_AGL_UNGC_COP_2017.pdf,4592,1,0.3%,1.0
52,UN GLOBAL COMPACT_NGS.pdf,16333,0,0.01%,0.0
53,Annual report 2012.pdf,168429,11,0.45%,1.094540909230988
54,Sustainability_Report_2019_final.pdf,24996,2,0.43%,1.0
55,2011kcxbg-en.pdf,159500,68,0.96%,1.959727420194399
56,Final_web_spreads_A4_P_COP_REPORT_2017_ENG_RITM0035132_iear.pdf,40536,13,0.86%,1.2686700948330931
57,CSR_Chaya_-_english_version.pdf,13368,0,0.62%,0.0
58,COP_Update_Letter_2015.pdf,542,0,0.18%,0.0
59,NIBC_Annual_Report_2012.pdf,556617,19,0.43%,1.5067980128644742
60,OKQ8_ScandinaviaSustainability_Report_2019_20_final_webENG.pdf,75691,10,0.75%,2.041241452319315
61,20141001_COP__GlobalCompact_HRAPharma.pdf,16715,4,0.51%,1.2649110640673518
62,UN Global Compact report 2020_FINAL.pdf,17114,0,0.55%,0.0
63,GPT Sustainability Report 2020.pdf,222893,57,1.12%,1.2312996900585242
64,Raya_Communication_on_Progress_-_2012-2013.pdf,20120,0,0.48%,0.0
65,bio-bean UN Global Compact COP 2020.pdf,4440,0,0.37%,0.0
66,OMOSTEV_COP_2018.pdf,15158,0,0.25%,0.0
67,Ekornes_COP_2014.pdf,42025,3,0.42%,1.7320508075688776
68,190808-FY19-Sustainability-Fact-Sheet.pdf,3944,1,1.6%,1.0
69,EVERLESS_SGD_REPORT.pdf,10251,1,0.37%,1.0
70,nkt_cables_COP_Report_2015.pdf,13069,0,0.39%,0.0
71,NISSENS_COP_Report_2019.pdf,12858,0,0.17%,0.0
72,UN_COP_Orana_Group_2017-18.pdf,7501,2,0.56%,1.414213562373095
73,Communication_in_Progress_2016_cbc.pdf,33917,10,0.59%,1.8257418583505536
74,2017_Aurubis_Global_Compact_EN_final.pdf,18041,1,0.41%,1.0
75,Natural_Capital_Partners_Statement_of_Recommitment_to_the_UN_Global_Compact_-_27_Feb_2017.pdf,9194,0,0.39%,0.0
76,Sustainability_Report_2015__EN.pdf,132695,43,0.69%,1.8521411166919763
77,COP_Groupe_Crit-EN.pdf,16728,0,0.59%,0.0
78,COP_2017_ALFI_TECHNOLOGIES.pdf,8471,0,0.24%,0.0
79,NL_COP2018v7_web.pdf,19056,0,0.58%,0.0
80,Bosch-sustainability-report-2018-factbook.pdf,288747,36,0.71%,1.6296434287653334
81,HIAB_COP__2015-16A.pdf,6143,0,0.0%,0.0
82,Annual GRICOP 2020.pdf,133,0,0.0%,0.0
83,Raya_COP_2015.pdf,25363,0,0.74%,0.0
84,HSE_Annual_Programm.pdf,12473,9,2.12%,1.876629726513673
85,schmidt-hammer-lassen-architects_Global-Compact-2012.pdf,44760,1,0.47%,1.0
86,UNGC_CoP_Sept_2018.pdf,5440,0,0.22%,0.0
87,Global_Compact_-_COP_Elior_2013.pdf,18666,1,1.06%,1.0
88,CSR_Memory_2011.pdf,418664,47,0.55%,2.2852182001336816
89,Chemonics_International_United_Nations_Global_Compact_Report_Communication_on_Progress__January_2019_to_January_2020.pdf,30668,4,0.7%,1.6329931618554523
90,Estanc_Sustainability_Report.pdf,9444,1,0.73%,1.0
91,UN_Global_Compact_2018_EN.pdf,10802,2,0.38%,1.414213562373095
92,Communication_on_progress_2016_-_FINAL.pdf,12774,0,0.41%,0.0
93,Waste Management Plan.pdf,4242,0,0.33%,0.0
94,ION_12.pdf,12354,0,0.4%,0.0
95,UN_Report_2016_Submission.pdf,21237,4,0.61%,1.6329931618554523
96,131227_APP_COP_2013_IKPP.pdf,21969,7,0.57%,1.0
97,AAR_Communication_of_sustainability_2011.pdf,42006,14,0.91%,2.333333333333333
98,CoP_INTRACOM_HOLDINGS_2012.pdf,825,0,0.0%,0.0
99,SMS_for_Security_and_Guarding_Services_UN_Global_Compact_Letter_of_Progress_2018.pdf,9060,2,0.33%,1.414213562373095
100,Communication_on_Progress_%28COP%29_-_Part_I.pdf_2014.pdf,38682,5,0.46%,2.23606797749979
101,2018_Yokogawa_Sustainability_Report_en.pdf,7759,1,0.32%,1.0
102,JWH_CoP_2020.pdf,29216,6,0.46%,2.4494897427831783
103,COP__Syngenta.pdf,30567,8,0.89%,1.4605934866804429
104,Fraport GRI and UN Global Compact Index 2020.pdf,1037,0,0.29%,0.0
105,SP COP 2021rev2.pdf,61620,19,0.68%,1.7717591356565965
106,Cerealto_Annual_Report_2014.pdf,60747,0,0.0%,0.0
107,COP_Main_2014.pdf,981,0,0.12%,0.0
108,COP_2017-HRA_PHARMA.pdf,4319,0,0.43%,0.0
109,Bouygues_Immobilier-Global_Compact-COP-2015.pdf,24423,0,0.65%,0.0
110,IntegratedReport2018.pdf,685547,105,0.5%,2.642398012744878
111,AV-Huset_COP2016.pdf,14155,0,0.3%,0.0
112,RPK_MEXICO_GLOBAL_COMPACT_COP_2011.pdf,2747,0,0.1%,0.0
113,MOLSON_COORS_-_COP2014.pdf,27036,0,0.41%,0.0
114,AH_ENG_AR2014_Final_bookmarks_150331.pdf,410740,6,0.47%,1.1766968108291045
115,Global_Compact_2015_LETT_Law_Firm.pdf,930,0,0.0%,0.0
116,COP_2012_-_Autologica_SA.pdf,8695,0,0.03%,0.0
117,COP_2012_-_final.pdf,46530,7,0.36%,1.807392228230128
118,Debido al contexto  de pandemia mundial.pdf,19381,2,0.09%,1.0
119,CA_Technologies_Sustainability_Report_Executive_Summary_-_UN_Global_Compact_COP_6-1-18.pdf,39571,9,0.81%,1.3416407864998738
120,IBL_Sustainability_Report_2018_FINAL.pdf,47619,2,0.75%,1.414213562373095
121,AccessBank_GC_Statement_of_Continued_Support_2012.pdf,8404,2,0.15%,1.0
122,COLLECTIVE_ACTIONS_FOR_CALENDAR_YEAR_2012.pdf,4284,0,0.33%,0.0
123,Global_Compact_for_Submission_2012_.pdf,23873,7,0.57%,1.807392228230128
124,dnbnor_annual-report2010.pdf,496384,37,0.49%,1.6148123877463436
125,COP_Presentation_2016-FNL.pdf,7835,0,0.35%,0.0
126,201909_SR_2018_poster_Eng_Final.pdf,1795,0,0.57%,0.0
127,Telstra_Bigger_Picture_2016_Sustainability_Report.pdf,13628,9,1.6%,1.9639610121239317
128,YVW_SR_2019_Planet_People_prosperity_Final_web.pdf,166400,95,1.08%,1.7115033602153875
129,Alto_UNGC_COP_Dec_2011_FINAL.pdf,17996,7,0.73%,1.3471506281091268
130,Bech-Bruun_Denmark_-_COP_2011.pdf,16098,2,0.35%,1.0
131,COP_Mater_2020.pdf,12614,1,0.37%,1.0
132,SkyPower_Global_Citizenship_Report_August2016_r.pdf,55003,15,1.08%,1.2371791482634835
133,MESACOP.pdf,11198,4,0.46%,1.0
134,SBR_Sustainability_Report_2020_%2829Dec20%29.pdf,249592,47,0.67%,1.8090308434608275
135,Visy_COP_-_UN_Global_Compact_2015.pdf,21484,1,0.39%,1.0
136,GSLK UNGC COP 2020  2021.pdf,17724,0,0.66%,0.0
137,Global Compact COP.pdf,10302,0,0.36%,0.0
138,COP 20212022 for Scandi Logistics Danmark AS.pdf,6183,0,0.47%,0.0
139,CAL_Sustainability_report_24_06_2016.pdf,33000,5,0.72%,1.5075567228888185
140,Access_Bank_Sustainability-Report.pdf,198560,9,0.54%,1.8766297265136729
141,BrisaRS2011_EN.pdf,273344,26,0.49%,2.0059435495071947
142,Novitag_COP_2019.pdf,4024,0,0.03%,0.0
143,COP_GlobalCompactGV18_en.pdf,53389,0,0.0%,0.0
144,AR_Packaging_Sustainability_report_2016.pdf,112917,13,0.47%,1.5011106998930268
145,Global_kompakt_2015_godina_izvestaj_novo.pdf,636,0,0.0%,0.0
146,COP_-_APRIL_SR_2010.pdf,137009,14,0.8%,2.7456258919345773
147,GranLivingCOPReport2021.pdf,24199,1,0.38%,1.0
148,CoP_2020_SR_Asia.pdf,15883,0,0.34%,0.0
149,ZF-SustainabilityReport2019_EN.pdf,183852,30,0.63%,2.142857142857143
150,Informe-2020%28Eng%29.pdf,226842,19,0.48%,1.5067980128644738
151,UN Global Compact Communication on Progress 2021.pdf,18410,10,0.44%,1.6222142113076254
152,CSR_OCT-16_to_Mar_-17.pdf,458,0,0.0%,0.0
153,TOMRA_UNGC_COP_for_2015.pdf,23007,4,0.43%,1.0
154,ANASOFT__COP_2012.pdf,12307,4,0.86%,1.2649110640673518
155,csr_report2020e_Sekisui_Chemical.pdf,807642,226,0.78%,2.666399856733999
156,Biotage_ENG_2018.pdf,281756,9,0.36%,1.1163126113028763
157,Letter_from_CEO_Schibsted_Media_Group.pdf,3108,0,0.42%,0.0
158,EY_Romania_Communication_on_progress_2016.pdf,24043,4,1.24%,1.0
159,Memoria_Global_compact_2015.pdf,29227,0,0.02%,0.0
160,Saarioinen_COP_2014.pdf,26881,0,0.28%,0.0
161,Cop.2015..final_update.pdf,25067,0,0.02%,0.0
162,SIA_SR_7MB_21July2020.pdf,312401,86,0.82%,2.403773075812274
163,Nehmeh_UNGC_COP_2014.pdf,316,0,0.0%,0.0
164,CSGI_UNGC_COP_2013_%28Apr_2014%29.pdf,5461,2,0.59%,1.0
165,Consultor_a_Colombiana_S.pdf,10222,1,0.56%,1.0
166,cop_eng_2020.pdf,28022,1,0.42%,1.0
167,JKH_annual_report_2011_12.pdf,882005,58,0.4%,2.146676309573055
168,RN_SR_2013_ENG_WEB.pdf,241896,49,0.51%,2.669200082443932
169,CSR_Rapport_-_2016-2017_-_UK_-_8054022.pdf,73553,4,0.54%,1.6329931618554523
170,Presentation_2_.pdf,6016,0,0.8%,0.0
171,Nachhaltigkeitsbericht_COP_BDC-2017.pdf,54014,0,0.03%,0.0
172,Supplier_Evaluation_2012.pdf,5258,0,0.0%,0.0
173,InformeGenommaLab_Eng_FINAL.pdf,183382,47,0.59%,2.487503782917327
174,IPPAG_Global_Promotions_Corporate_Social_Responsibility_Code_of_Conduct_2_.pdf,521,0,0.0%,0.0
175,COP_report_2012_Tofuture.pdf,7103,0,0.05%,0.0
176,UN_Global_Compact_Communication_on_Progress_Freudenberg_Group_2014_2015.pdf,563,0,0.45%,0.0
177,Koc-Group-Sustainability-Report-2016-2017.pdf,118553,40,0.82%,1.2071432805669138
178,Bombardier-Activity-Report-2015-en.pdf,90651,4,0.45%,1.414213562373095
179,UNGC COP RICHEMONT 2021.pdf,13369,2,0.33%,1.0
180,agder-energi-annual-report-2018.pdf,334516,44,0.58%,2.4444444444444446
181,CSR_2017.pdf,29793,5,0.36%,1.5075567228888185
182,Communication_on_progress_2020v2.pdf,9167,0,0.0%,0.0
183,KOPUN_UN_COP_2015.pdf,7545,0,0.55%,0.0
184,Chalhoub_Group_Sustainability_Report_2013.pdf,14385,1,1.59%,1.0
185,2018中钢集团可持续发展报告.pdf,92714,11,0.52%,1.914854215512676
186,TolaramCOP2013FinalMay30.pdf,26201,3,0.59%,1.3416407864998738
187,Sasini PLC  Sustainability Statement %28February 2021%29.pdf,1924,0,0.22%,0.0
188,npg_csrr2016_all.pdf,305041,81,0.76%,1.761285797244294
189,UNGC_COP_2018.docx.pdf,6582,0,0.24%,0.0
190,Futerra_Global_Compact_Annual_Communication_Dec_2018.pdf,22187,1,0.49%,1.0
191,PENTA.UnitedNationsReport2020.pdf,33506,12,0.93%,1.4142135623730951
192,UN letter.pdf,2090,0,0.14%,0.0
193,LEM_Holding_CoP2021_to_UNGC.pdf,17951,1,0.36%,1.0
194,2014_Communication_on_Progress_KJAER_GROUP.pdf,9738,0,0.25%,0.0
195,Metsä Group Sustainability Report 2012.pdf,175189,31,0.62%,1.746652126438934
196,2013_COP.pdf,5360,1,0.5%,1.0
197,UNGC_COP_07032016-R1.pdf,19794,0,0.3%,0.0
198,Archroma SustainabilityReport_FY20.pdf,144976,26,0.55%,1.820364109236413
199,Global_Citizenship_Report_SkyPower_2018.pdf,27553,14,1.13%,2.1105794120443453
200,mcb_ltd__annual_report_2018_tcm55-36551.pdf,412385,13,0.52%,1.8571428571428568
201,cramo_sustainability_report_2020.pdf,54137,6,0.64%,1.7320508075688774
202,Lala Executive Summary 2019.pdf,28100,2,0.81%,1.414213562373095
203,ASSA_ABLOY_Sustainability_Report_2012.pdf,145547,12,0.5%,1.6641005886756877
204,Ecolog_UNGC_COPReport_08062021.pdf,4043,0,0.68%,0.0
205,eBoks_Communication on Progress2020_interactive48.pdf,52365,13,1.33%,1.820364109236413
206,Husqvarna_Sustainovate_report_2019.pdf,100999,22,0.85%,2.157277486520025
207,GC_COP_2017.pdf,5512,0,0.36%,0.0
208,C.F._Moller_COP_Financial_Year_2012.pdf,29048,0,0.48%,0.0
209,Sustainability-report-2015-genomma-lab-internacional__final.pdf,31024,1,0.4%,1.0
210,SchaefflerSustainabilityReport2020.pdf,174591,28,0.61%,1.407052941362897
211,Union_Bank_of_Nigeria_UNGC_COP.pdf,41407,1,0.52%,1.0
212,Koc Group CSR Report 2012_GRI approved.pdf,188413,24,0.39%,1.4394243453697613
213,Microsoft_Word_-_TXP_UN_COP-2019_100_PC.pdf,15363,0,0.59%,0.0
214,Annual report 2020 ver. 03.03.21.pdf,319073,50,0.62%,1.952172023607576
215,allegato_GC_lettera_tper.pdf,1850,0,0.13%,0.0
216,lsrour2020eng.pdf,295247,57,0.66%,1.7769171062073663
217,Communication_on_Progress_Consolidated_2012-2013_-.pdf,24082,1,0.44%,1.0
218,13269_Sasol SD HR.pdf,192784,54,0.71%,2.001373154984973
219,Newrest_CSR_report_2016.pdf,12796,0,0.33%,0.0
220,GC_COP_2015.pdf,5510,0,0.35%,0.0
221,AKSA_ENERGY_COMMUNICATION_ON_PROGRESS_2018.pdf,75434,1,0.54%,1.0
222,UNGC_COP_2014-2015_.pdf,19052,1,0.6%,1.0
223,COP_-_JUNE_2020.pdf,7302,1,0.65%,1.0
224,COP-Global_Compact_Scania_2019_.pdf,4451,0,0.45%,0.0
225,BankHapoalimCSRReport2013english.pdf,216364,17,0.37%,2.1766269588592317
226,SR_2011_fullpdf.pdf,189961,33,0.54%,1.6774842736586515
227,20202021 BGF Retail Sustainability report %28Eng ver.%29.pdf,108476,99,1.6%,2.345866183890972
228,AIA_CR_REPORT_2012.pdf,164933,66,0.89%,1.736842105263158
229,Sustainability_Report_2018_HEINEKEN_Hrvatska.pdf,2604,0,0.48%,0.0
230,2013 Report on Sustainability PDF.pdf,115011,30,0.65%,1.5724272550828773
231,UNITED_NATIONS_GLOBAL_COMPACT_COMMUNICATION_FOR_CLINTOY_LIMITED.pdf,33733,1,0.57%,1.0
232,COP_3.pdf,23606,3,0.36%,1.7320508075688776
233,Paper_Force_%28Oceania%29_Pty_Ltd_UNGC_COP.pdf,14735,0,0.58%,0.0
234,Baillie_Gifford_-_Our_Governance_and_Sustainability.pdf,67735,16,1.29%,2.262741699796952
235,Oceana_Group_Communication_on_Progress_Report___Letter_of_Support_2019.pdf,39973,14,0.69%,1.649915822768611
236,BHEL_s_Communication_on_Progress_2010-11_.pdf,20279,3,0.68%,1.3416407864998738
237,UN Global Compact CoP 2021.pdf,8062,2,0.65%,1.414213562373095
238,Zenith_Global_-_UN_Global_Compact_Statement_2017.pdf,9948,0,0.25%,0.0
239,MJTD Communication on Progress Report 2021.pdf,23599,2,0.4%,1.414213562373095
240,COP_EVN_Croatia_Plin_d.o.o._2019.pdf,26589,1,0.42%,1.0
241,SDG__EarthCheck_1_Page_Summary_-_COP_2017.pdf,1901,1,0.94%,1.0
242,TSKB_IntegratedReport_2018.pdf,457536,73,0.41%,1.249553099133235
243,FINAL_COP_REPORT_-_UN_Global_Compact.pdf,18978,0,0.41%,0.0
244,Annual_Review_2014.pdf,155475,6,0.4%,2.1213203435596424
245,COP_UNGC_%28Oriental_Press%29.pdf,23590,6,0.63%,1.1766968108291045
246,Qualcomm Communication on Progress 25 April 2021.pdf,2895,1,0.47%,1.0
247,COP 4flow 2013_English.pdf,26796,1,0.4%,1.0
248,MHFICoP2015_v3.FINAL.pdf,20341,1,0.34%,1.0
249,Crowne_Plaza_Copenhagen_Towers_UNGC_COP_2011.pdf,11068,1,0.4%,1.0
250,clas_ohlson_annual_report_2018-19.pdf,434543,22,0.43%,1.9599157740244453
251,IWBI FINAL UN Global Compact Report 201920 w_letter.pdf,21878,4,1.19%,1.6329931618554523
252,Global_compact_final_report_2011.pdf,13597,0,0.25%,0.0
253,Sustainability_Report_Biesterfeld_Group_-_2016_-_Online.pdf,73988,3,0.42%,1.3416407864998738
254,Nabtesco_Group_Integrated_Report_2014.pdf,113319,0,0.25%,0.0
255,Packages Group Annual Sustainability Report 2020.pdf,105263,25,1.07%,2.218391273540284
256,WOM_Sustainability_Report_2018_UNGC.pdf,88275,25,0.76%,2.1358941442919024
257,2016_Ipsen_Registration_Document_English.pdf,941261,68,0.31%,2.650915996990532
258,CSR_Bericht_UN Global Compact 2021_EN_final.pdf,85685,6,0.46%,2.1213203435596424
259,Unibail-Rodamco_Annual_report_2012_GB.pdf,948265,55,0.31%,2.025951038880333
260,2012_SR_SK_Innovation_Eng.pdf,217819,23,0.75%,1.6909936308157576
261,OTEGROUP-SR-2015_EN_1_.pdf,468536,60,0.52%,2.3008949665421112
262,Grupo_Xcaret_Sustainability_Report_2018.pdf,83734,3,0.54%,1.3416407864998738
263,Valmet_CG_Statement_2016.pdf,53620,1,0.15%,1.0
264,MDG_CONCEPT_NOTE_1.pdf,25727,9,0.89%,2.496150883013532
265,Tokmannicorporateresponsibilityreport2017_v2.pdf,195267,10,0.48%,1.6222142113076254
266,Informe_Pacto_Global_de_Naciones_Unidas_2015.pdf,27194,0,0.0%,0.0
267,EDP_Sustainability_Report_2019.pdf,504728,134,0.61%,2.354866958889698
268,vocalink_csr_report_2011.pdf,42064,0,1.07%,0.0
269,Reporting_on_Sustainability_2019.pdf,8390,0,0.33%,0.0
270,20120103_COP_2011_final_EN.pdf,14489,3,0.26%,1.7320508075688776
271,2018_Annual_Sustainability_Final.pdf,408725,70,0.46%,1.8668326147193277
272,NATPET_-_Commitment_on_Progress_-_COP_-2017.pdf,31818,5,0.74%,2.23606797749979
273,COP_2012_MN_ENG.pdf,95504,30,0.64%,1.7992804317122015
274,Trinomics_UN_Global_Compact_2020_FINAL.pdf,15729,3,0.33%,1.3416407864998738
275,COP-UNCG_2016.pdf,10275,0,0.17%,0.0
276,131008_cws_nachhaltigkeitsbericht12_en.pdf,160399,2,0.46%,1.414213562373095
277,2021  UN Global Compact Communication on Progress 20202021 v8 .pdf,622,0,0.0%,0.0
278,Danske_Bank_Group_Global_Compact_Communication_on_Progress_2012.pdf,20976,3,0.4%,1.0
279,Communication_on_progress_-_CLEARSY_-_2014.pdf,1145,0,0.0%,0.0
280,capgemini_-_2019-04-02_-_2018_registration_document.pdf,1198253,57,0.33%,1.9941775713427603
281,SD_Report_Eng_Vdef.pdf,145495,15,0.53%,1.92055319899344
282,Damstahl_COP_2012.pdf,6294,1,0.33%,1.0
283,Handelsbanken_2015_eng_annualreport.pdf,972385,67,0.51%,1.530254785281487
284,ATTICA_GROUP_CSR_REPORT_2012.pdf,136344,19,0.5%,2.473589308635653
285,Miltton_Group_Communication_on_Progress_2017.pdf,8153,0,0.0%,0.0
286,（英文版）《中国机械工业集团有限公司2017年社会责任报告》（挂网版）.pdf,143345,32,0.7%,2.562050460881394
287,Communication_on_Progress_for_2015_from_TDC_Group.pdf,62995,4,0.63%,1.414213562373095
288,Patria2017_VSK_EN_gri_0904.pdf,263405,16,0.37%,2.2188007849009166
289,Corporate_COP___Social_Responsibility_Report_2017.pdf,35430,0,0.39%,0.0
290,Climate Change Governance_Presiding Members_Volta Region_GCG.pdf,6760,47,2.75%,1.0668051172383333
291,Linxens Communication on Progress 2020.pdf,73212,14,0.71%,2.06418738616856
292,ORPEA_URD_2020_ENG.pdf,1139420,219,0.55%,1.410264201186077
293,Sustainability_Report_2012_UK_lowres.pdf,29444,5,0.56%,1.889822365046136
294,COP_Trayton__2011.pdf,29081,3,0.85%,1.3416407864998738
295,TOMRA_2018_COP_to_UNGP.pdf,23568,6,0.54%,1.1766968108291045
296,ifok Communication on Progress 2020.pdf,20372,1,0.32%,1.0
297,2012__GLOBAL_COMPACT_PDAid_COP_final_version.pdf,32847,2,0.31%,1.414213562373095
298,2017_Corporate_Social_responsibility_report.pdf,299358,42,0.49%,2.537312791986743
299,SEKEM-Report-2019-3.pdf,83591,5,0.72%,1.5075567228888185
300,COP_D_2016_new.pdf,9065,0,0.0%,0.0
301,2015_UN_Global_Compact_COP.pdf,64059,19,0.5%,1.2555553408646705
302,2019-report-on-sustainability-en.pdf,544138,100,0.76%,1.9287918745261488
303,marcapo_un_global_compact_cop_2017.pdf,31767,0,0.01%,0.0
304,KEPCO_Sustainability_Report_2011_English_.pdf,177527,43,1.07%,1.6649666492240878
305,HCO_COP_2016.pdf,32908,4,0.42%,1.6329931618554523
306,2017_Sustainability_Report_Europe.pdf,84222,14,0.39%,2.06418738616856
307,SAMGroup_COP2011.pdf,262311,49,0.64%,1.7556071915550455
308,Letter_of_support_for_UNGC_2016_signed.pdf,1611,0,0.09%,0.0
309,191016_Pacto_Mundial_VALORA_Informe_Progreso_2018.pdf,18738,0,0.0%,0.0
310,Grupo_Financiero_Banorte_and_the_United_Nations_Global_Compact.pdf,8588,10,0.55%,1.2309149097933272
311,LiveUnion_UNGC_COP2014-2015_Final.pdf,21736,3,0.57%,1.0
312,GEOLOG_Communication_On_Progress_2020.pdf,39485,9,0.95%,2.182820625326997
313,EDF_Luminus_First_COP_November_2014.pdf,66717,32,0.52%,2.048590078926336
314,COP_SOMMAIRE__2018_.pdf,196,0,0.0%,0.0
315,surdurebilirlik_2014_en.pdf,191129,44,0.46%,1.6196623824310827
316,20180201_Sustainability_Report_2017.pdf,20023,10,0.92%,3.1622776601683795
317,20140527_COP_N°4_V02._2013-2014_EN.pdf,11330,0,0.27%,0.0
318,global 24.09.13.pdf,17424,0,0.59%,0.0
319,Farstad_Shipping_Communication_on_Progress_2014.pdf,2572,0,0.34%,0.0
320,Legrand-Registration_document_2016.pdf,1057568,69,0.33%,2.534778336378725
321,BWZ_-_UN_Global_Compact_2019.pdf,18903,2,0.51%,1.414213562373095
322,Oriflame_SustainabilityReport_2020.pdf,231939,32,1.37%,2.157439559882375
323,FIFCO_Integrated_Report_2016-2017_WEB_ENGLISH.pdf,172560,22,0.69%,2.0976176963403037
324,Wienerberger_UN_GC_CoP_2018.pdf,44502,1,0.32%,1.0
325,DATAPOINT_-_COP_Fy17_31-03-2018.pdf,925,0,0.0%,0.0
326,COP_TS_Consult09-11.pdf,13865,5,0.47%,1.212678125181665
327,aT_sustainability_report_2014_eng.pdf,88116,19,0.8%,1.7565506213798918
328,Kerneos_CSR_report_KARE_2017_EN.pdf,15399,0,0.72%,0.0
329,ALDI_North_Group_Sustainability_Report_2017_EN.pdf,226516,17,0.39%,2.59247569565428
330,Finnair_GRI_data_2015.pdf,102165,12,0.42%,1.632993161855452
331,LDG_Sustainability Report_20_ENG.pdf,38910,0,0.41%,0.0
332,strategicreport2021.pdf,259355,195,1.29%,1.1505876608602914
333,Rubicon_Global_Compact_2020.pdf,8662,0,0.0%,0.0
334,RELATORIO_TRIUNFO_2017_VF.pdf,44272,0,0.0%,0.0
335,ModonGroup_COP-UNGC.pdf,16022,1,0.45%,1.0
336,NSN_Sustainability_Report_2012.pdf,93099,23,0.77%,2.5877021721298554
337,Statement_of_continued_support_the_Global_Compact.pdf,3164,0,0.44%,0.0
338,Corporate_Social_Responsibility_2012.pdf,47608,2,0.63%,1.414213562373095
339,Informe_de_sostenibilidad_2019.pdf,248,0,0.0%,0.0
340,Communication_on_Progress-2018.pdf,17124,1,0.36%,1.0
341,Kromann_Reumert_COP_2014.pdf,52748,2,0.62%,1.414213562373095
